일자,계(명),남성(명),여성(명),,,,,,,
2021-07-09,"1,316 ",695 ,621 ,,,,,,,
2021-07-10,"1,378 ",704 ,674 ,,,,,,,
2021-07-11,"1,324 ",748 ,576 ,,,,,,,
2021-07-12,"1,100 ",579 ,521 ,,,,,,,
2021-07-13,"1,150 ",620 ,530 ,,,,,,,
2021-07-14,"1,613 ",890 ,723 ,,,,,,,
2021-07-15,"1,599 ",869 ,730 ,,,,,,,
2021-07-16,"1,535 ",829 ,706 ,,,,,,,
2021-07-17,"1,449 ",775 ,674 ,,,,,,,
2021-07-18,"1,453 ",793 ,660 ,,,,,,,
2021-07-19,"1,251 ",668 ,583 ,,,,,,,
2021-07-20,"1,278 ",660 ,618 ,,,,,,,
2021-07-21,"1,781 ",950 ,831 ,,,,,,,
2021-07-22,"1,841 ","1,058 ",783 ,,,,,,,
2021-07-23,"1,629 ",874 ,755 ,,,,,,,
2021-07-24,"1,627 ",864 ,763 ,,,,,,,
2021-07-25,"1,487 ",802 ,685 ,,,,,,,
2021-07-26,"1,318 ",711 ,607 ,,,,,,,
2021-07-27,"1,363 ",742 ,621 ,,,,,,,
2021-07-28,"1,895 ",950 ,945 ,,,,,,,
2021-07-29,"1,673 ",845 ,828 ,,,,,,,
2021-07-30,"1,710 ",895 ,815 ,,,,,,,
2021-07-31,"1,538 ",796 ,742 ,,,,,,,
2021-08-01,"1,442 ",731 ,711 ,,,,,,,
2021-08-02,"1,218 ",588 ,630 ,,,,,,,
2021-08-03,"1,200 ",598 ,602 ,,,,,,,
2021-08-04,"1,725 ",903 ,822 ,,,,,,,
2021-08-05,"1,775 ",944 ,831 ,,,,,,,
2021-08-06,"1,704 ",912 ,792 ,,,,,,,
2021-08-07,"1,823 ",941 ,882 ,,,,,,,
2021-08-08,"1,727 ",911 ,816 ,,,,,,,
2021-08-09,"1,491 ",755 ,736 ,,,,,,,
2021-08-10,"1,537 ",781 ,756 ,,,,,,,
2021-08-11,"2,221 ","1,103 ","1,118 ",,,,,,,
2021-08-12,"1,987 ","1,064 ",923 ,,,,,,,
2021-08-13,"1,989 ","1,092 ",897 ,,,,,,,
2021-08-14,"1,928 ","1,060 ",868 ,,,,,,,
2021-08-15,"1,816 ",968 ,848 ,,,,,,,
2021-08-16,"1,554 ",836 ,718 ,,,,,,,
2021-08-17,"1,372 ",711 ,661 ,,,,,,,
2021-08-18,"1,803 ","1,009 ",794 ,,,,,,,
2021-08-19,"2,152 ","1,220 ",932 ,,,,,,,
2021-08-20,"2,050 ","1,145 ",905 ,,,,,,,
2021-08-21,"1,876 ","1,041 ",835 ,,,,,,,
2021-08-22,"1,626 ",851 ,775 ,,,,,,,
2021-08-23,"1,417 ",781 ,636 ,,,,,,,
2021-08-24,"1,507 ",824 ,683 ,,,,,,,
2021-08-25,"2,154 ","1,197 ",957 ,,,,,,,
2021-08-26,"1,882 ","1,083 ",799 ,,,,,,,
2021-08-27,"1,837 ","1,000 ",837 ,,,,,,,
2021-08-28,"1,791 ",923 ,868 ,,,,,,,
2021-08-29,"1,619 ",881 ,738 ,,,,,,,
2021-08-30,"1,485 ",828 ,657 ,,,,,,,
2021-08-31,"1,369 ",750 ,619 ,,,,,,,
2021-09-01,"2,024 ","1,116 ",908 ,,,,,,,
2021-09-02,"1,960 ","1,092 ",868 ,,,,,,,
2021-09-03,"1,708 ",964 ,744 ,,,,,,,
2021-09-04,"1,803 ","1,035 ",768 ,,,,,,,
2021-09-05,"1,490 ",799 ,691 ,,,,,,,
2021-09-06,"1,375 ",760 ,615 ,,,,,,,
2021-09-07,"1,597 ",908 ,689 ,,,,,,,
2021-09-08,"2,048 ","1,145 ",903 ,,,,,,,
2021-09-09,"2,049 ","1,122 ",927 ,,,,,,,
2021-09-10,"1,892 ","1,067 ",825 ,,,,,,,
2021-09-11,"1,864 ","1,020 ",844 ,,,,,,,
2021-09-12,"1,755 ",978 ,777 ,,,,,,,
2021-09-13,"1,433 ",821 ,612 ,,,,,,,
2021-09-14,"1,495 ",866 ,629 ,,,,,,,
2021-09-15,"2,078 ","1,155 ",923 ,,,,,,,
2021-09-16,"1,942 ","1,057 ",885 ,,,,,,,
2021-09-17,"2,008 ","1,136 ",872 ,,,,,,,
2021-09-18,"2,087 ","1,154 ",933 ,,,,,,,
2021-09-19,"1,909 ","1,046 ",863 ,,,,,,,
2021-09-20,"1,603 ",896 ,707 ,,,,,,,
2021-09-21,"1,729 ",974 ,755 ,,,,,,,
2021-09-22,"1,720 ",940 ,780 ,,,,,,,
2021-09-23,"1,715 ",988 ,727 ,,,,,,,
2021-09-24,"2,429 ","1,387 ","1,042 ",,,,,,,
2021-09-25,"3,268 ","1,853 ","1,415 ",,,,,,,
2021-09-26,"2,768 ","1,591 ","1,177 ",,,,,,,
2021-09-27,"2,381 ","1,320 ","1,061 ",,,,,,,
2021-09-28,"2,287 ","1,304 ",983 ,,,,,,,
2021-09-29,"2,881 ","1,680 ","1,201 ",,,,,,,
2021-09-30,"2,561 ","1,478 ","1,083 ",,,,,,,
2021-10-01,"2,483 ","1,476 ","1,007 ",,,,,,,
2021-10-02,"2,247 ","1,345 ",902 ,,,,,,,
2021-10-03,"2,085 ","1,232 ",853 ,,,,,,,
2021-10-04,"1,670 ","1,022 ",648 ,,,,,,,
2021-10-05,"1,574 ",983 ,591 ,,,,,,,
2021-10-06,"2,027 ","1,252 ",775 ,,,,,,,
2021-10-07,"2,425 ","1,400 ","1,025 ",,,,,,,
2021-10-08,"2,171 ","1,279 ",892 ,,,,,,,
2021-10-09,"1,953 ","1,130 ",823 ,,,,,,,
2021-10-10,"1,594 ",945 ,649 ,,,,,,,
2021-10-11,"1,297 ",743 ,554 ,,,,,,,
2021-10-12,"1,346 ",802 ,544 ,,,,,,,
2021-10-13,"1,583 ",905 ,678 ,,,,,,,
2021-10-14,"1,939 ","1,107 ",832 ,,,,,,,
2021-10-15,"1,683 ",943 ,740 ,,,,,,,
2021-10-16,"1,617 ",883 ,734 ,,,,,,,
2021-10-17,"1,420 ",812 ,608 ,,,,,,,
2021-10-18,"1,049 ",584 ,465 ,,,,,,,
2021-10-19,"1,073 ",573 ,500 ,,,,,,,
2021-10-20,"1,571 ",887 ,684 ,,,,,,,
2021-10-21,"1,441 ",809 ,632 ,,,,,,,
2021-10-22,"1,437 ",805 ,632 ,,,,,,,
2021-10-23,"1,508 ",833 ,675 ,,,,,,,
2021-10-24,"1,422 ",807 ,615 ,,,,,,,
2021-10-25,"1,190 ",627 ,563 ,,,,,,,
2021-10-26,"1,265 ",672 ,593 ,,,,,,,
2021-10-27,"1,952 ","1,093 ",859 ,,,,,,,
2021-10-28,"2,110 ","1,182 ",928 ,,,,,,,
2021-10-29,"2,124 ","1,142 ",982 ,,,,,,,
2021-10-30,"2,104 ","1,159 ",945 ,,,,,,,
2021-10-31,"2,061 ","1,177 ",884 ,,,,,,,
2021-11-01,"1,684 ",855 ,829 ,,,,,,,
2021-11-02,"1,589 ",804 ,785 ,,,,,,,
2021-11-03,"2,667 ","1,424 ","1,243 ",,,,,,,
2021-11-04,"2,482 ","1,282 ","1,200 ",,,,,,,
2021-11-05,"2,342 ","1,231 ","1,111 ",,,,,,,
2021-11-06,"2,246 ","1,196 ","1,050 ",,,,,,,
2021-11-07,"2,224 ","1,189 ","1,035 ",,,,,,,
2021-11-08,"1,758 ",904 ,854 ,,,,,,,
2021-11-09,"1,715 ",886 ,829 ,,,,,,,
2021-11-10,"2,425 ","1,310 ","1,115 ",,,,,,,
2021-11-11,"2,519 ","1,275 ","1,244 ",,,,,,,
2021-11-12,"2,368 ","1,218 ","1,150 ",,,,,,,
2021-11-13,"2,324 ","1,185 ","1,139 ",,,,,,,
2021-11-14,"2,418 ","1,259 ","1,159 ",,,,,,,
2021-11-15,"2,005 ",968 ,"1,037 ",,,,,,,
2021-11-16,"2,124 ","1,034 ","1,090 ",,,,,,,
2021-11-17,"3,187 ","1,652 ","1,535 ",,,,,,,
2021-11-18,"3,292 ","1,682 ","1,610 ",,,,,,,
2021-11-19,"3,033 ","1,562 ","1,471 ",,,,,,,
2021-11-20,"3,204 ","1,592 ","1,612 ",,,,,,,
2021-11-21,"3,120 ","1,575 ","1,545 ",,,,,,,
2021-11-22,"2,826 ","1,421 ","1,405 ",,,,,,,
2021-11-23,"2,698 ","1,380 ","1,318 ",,,,,,,
2021-11-24,"4,115 ","2,092 ","2,023 ",,,,,,,
2021-11-25,"3,937 ","2,044 ","1,893 ",,,,,,,
2021-11-26,"3,895 ","1,983 ","1,912 ",,,,,,,
2021-11-27,"4,067 ","2,042 ","2,025 ",,,,,,,
2021-11-28,"3,925 ","1,944 ","1,981 ",,,,,,,
2021-11-29,"3,307 ","1,678 ","1,629 ",,,,,,,
2021-11-30,"3,032 ","1,530 ","1,502 ",,,,,,,
2021-12-01,"5,122 ","2,580 ","2,542 ",,,,,,,
2021-12-02,"5,263 ","2,689 ","2,574 ",,,,,,,
2021-12-03,"4,944 ","2,458 ","2,486 ",,,,,,,
2021-12-04,"5,352 ","2,672 ","2,680 ",,,,,,,
2021-12-05,"5,125 ","2,538 ","2,587 ",,,,,,,
2021-12-06,"4,324 ","2,125 ","2,199 ",,,,,,,
2021-12-07,"4,953 ","2,599 ","2,354 ",,,,,,,
2021-12-08,"7,173 ","3,617 ","3,556 ",,,,,,,
2021-12-09,"7,102 ","3,552 ","3,550 ",,,,,,,
2021-12-10,"7,020 ","3,369 ","3,651 ",,,,,,,
2021-12-11,"6,973 ","3,439 ","3,534 ",,,,,,,
2021-12-12,"6,683 ","3,288 ","3,395 ",,,,,,,
2021-12-13,"5,816 ","2,982 ","2,834 ",,,,,,,
2021-12-14,"5,567 ","2,843 ","2,724 ",,,,,,,
2021-12-15,"7,848 ","4,018 ","3,830 ",,,,,,,
2021-12-16,"7,619 ","3,815 ","3,804 ",,,,,,,
2021-12-17,"7,434 ","3,675 ","3,759 ",,,,,,,
2021-12-18,"7,310 ","3,663 ","3,647 ",,,,,,,
2021-12-19,"6,233 ","3,185 ","3,048 ",,,,,,,
2021-12-20,"5,316 ","2,685 ","2,631 ",,,,,,,
2021-12-21,"5,194 ","2,612 ","2,582 ",,,,,,,
2021-12-22,"7,454 ","3,741 ","3,713 ",,,,,,,
2021-12-23,"6,916 ","3,492 ","3,424 ",,,,,,,
2021-12-24,"6,233 ","3,111 ","3,122 ",,,,,,,
2021-12-25,"5,839 ","2,924 ","2,915 ",,,,,,,
2021-12-26,"5,416 ","2,759 ","2,657 ",,,,,,,
2021-12-27,"4,205 ","2,165 ","2,040 ",,,,,,,
2021-12-28,"3,865 ","1,909 ","1,956 ",,,,,,,
2021-12-29,"5,408 ","2,656 ","2,752 ",,,,,,,
2021-12-30,"5,035 ","2,503 ","2,532 ",,,,,,,
2021-12-31,"4,874 ","2,475 ","2,399 ",,,,,,,
2022-01-01,"4,415 ","2,162 ","2,253 ",,,,,,,
2022-01-02,"3,833 ","1,901 ","1,932 ",,,,,,,
