id,quality
2998,6
2999,6
3000,5
3001,6
3002,6
3003,6
3004,6
3005,5
3006,6
3007,5
3008,6
3009,5
3010,5
3011,6
3012,5
3013,6
3014,6
3015,6
3016,6
3017,6
3018,5
3019,6
3020,6
3021,6
3022,6
3023,6
3024,5
3025,5
3026,6
3027,6
3028,6
3029,6
3030,6
3031,6
3032,6
3033,6
3034,6
3035,6
3036,6
3037,6
3038,6
3039,6
3040,5
3041,6
3042,5
3043,6
3044,6
3045,6
3046,6
3047,5
3048,6
3049,6
3050,6
3051,6
3052,6
3053,6
3054,6
3055,5
3056,5
3057,6
3058,5
3059,6
3060,6
3061,5
3062,6
3063,6
3064,6
3065,6
3066,5
3067,6
3068,6
3069,6
3070,6
3071,6
3072,6
3073,6
3074,6
3075,6
3076,6
3077,6
3078,6
3079,5
3080,6
3081,6
3082,5
3083,5
3084,6
3085,6
3086,6
3087,5
3088,6
3089,5
3090,5
3091,6
3092,6
3093,6
3094,6
3095,6
3096,5
3097,5
3098,5
3099,6
3100,6
3101,5
3102,6
3103,6
3104,6
3105,6
3106,6
3107,6
3108,5
3109,6
3110,6
3111,6
3112,6
3113,6
3114,6
3115,6
3116,5
3117,6
3118,6
3119,6
3120,6
3121,6
3122,5
3123,6
3124,5
3125,6
3126,6
3127,6
3128,5
3129,6
3130,6
3131,6
3132,5
3133,5
3134,5
3135,6
3136,5
3137,5
3138,6
3139,5
3140,6
3141,5
3142,6
3143,5
3144,6
3145,5
3146,6
3147,6
3148,6
3149,6
3150,6
3151,6
3152,6
3153,6
3154,6
3155,6
3156,5
3157,6
3158,6
3159,5
3160,5
3161,5
3162,5
3163,6
3164,6
3165,6
3166,6
3167,6
3168,5
3169,6
3170,6
3171,6
3172,6
3173,6
3174,6
3175,6
3176,6
3177,6
3178,6
3179,5
3180,5
3181,6
3182,6
3183,6
3184,5
3185,6
3186,6
3187,6
3188,6
3189,6
3190,6
3191,6
3192,5
3193,6
3194,6
3195,5
3196,5
3197,5
3198,5
3199,6
3200,6
3201,6
3202,6
3203,5
3204,6
3205,6
3206,6
3207,5
3208,6
3209,6
3210,5
3211,5
3212,5
3213,5
3214,6
3215,6
3216,6
3217,5
3218,6
3219,6
3220,6
3221,6
3222,6
3223,5
3224,6
3225,6
3226,6
3227,6
3228,6
3229,6
3230,6
3231,6
