id,quality
2998,7
2999,7
3000,6
3001,5
3002,6
3003,5
3004,7
3005,6
3006,5
3007,6
3008,6
3009,7
3010,6
3011,5
3012,6
3013,6
3014,5
3015,7
3016,5
3017,5
3018,6
3019,5
3020,5
3021,5
3022,7
3023,5
3024,5
3025,6
3026,5
3027,6
3028,5
3029,5
3030,5
3031,7
3032,6
3033,6
3034,5
3035,7
3036,7
3037,5
3038,6
3039,6
3040,6
3041,5
3042,6
3043,6
3044,5
3045,5
3046,6
3047,7
3048,5
3049,5
3050,5
3051,5
3052,5
3053,7
3054,6
3055,5
3056,6
3057,5
3058,5
3059,7
3060,5
3061,5
3062,5
3063,6
3064,6
3065,6
3066,6
3067,5
3068,5
3069,5
3070,5
3071,6
3072,7
3073,5
3074,6
3075,6
3076,5
3077,5
3078,5
3079,7
3080,6
3081,5
3082,5
3083,6
3084,7
3085,7
3086,5
3087,7
3088,5
3089,6
3090,6
3091,6
3092,5
3093,7
3094,7
3095,5
3096,5
3097,6
3098,6
3099,7
3100,7
3101,6
3102,7
3103,5
3104,5
3105,5
3106,6
3107,5
3108,6
3109,5
3110,5
3111,7
3112,6
3113,5
3114,5
3115,5
3116,6
3117,5
3118,5
3119,5
3120,5
3121,6
3122,7
3123,6
3124,5
3125,5
3126,6
3127,5
3128,6
3129,7
3130,5
3131,5
3132,6
3133,5
3134,5
3135,5
3136,6
3137,6
3138,5
3139,6
3140,5
3141,6
3142,6
3143,6
3144,5
3145,7
3146,6
3147,6
3148,7
3149,5
3150,7
3151,5
3152,7
3153,6
3154,7
3155,5
3156,6
3157,5
3158,7
3159,6
3160,6
3161,5
3162,5
3163,6
3164,5
3165,5
3166,5
3167,7
3168,5
3169,6
3170,5
3171,5
3172,5
3173,6
3174,5
3175,5
3176,7
3177,5
3178,5
3179,6
3180,5
3181,5
3182,7
3183,5
3184,6
3185,5
3186,5
3187,7
3188,6
3189,5
3190,5
3191,7
3192,7
3193,7
3194,5
3195,6
3196,6
3197,6
3198,6
3199,5
3200,6
3201,5
3202,7
3203,6
3204,5
3205,7
3206,5
3207,6
3208,5
3209,5
3210,6
3211,6
3212,6
3213,6
3214,5
3215,7
3216,6
3217,6
3218,7
3219,5
3220,5
3221,7
3222,5
3223,6
3224,7
3225,5
3226,5
3227,5
3228,6
3229,5
3230,5
3231,7
